"c1","c2","text"
"15950681","2018-03-29","Why do unarmed people of color like  get shot dead by police, while white mass murderers like  always get taken alive?  plays a role in  but  equally in the new  movement."
"160916250","2018-03-29","GFY. No one is trying to take away your stupid amendment. We do plan to take your assault weapons, high capacity magazines and background check loopholes."
"161461946","2018-03-29","You hypocritical shit. Your entire   schtick is predicated on fearmongering gun owners & the  . You present no  and blatantly lie on-air. Take your own advice dumbass and you would actually drive progress like"
"16155872","2018-03-29","I'd like to thank the fine leftist of    and fools like   for doing more to motivate conservatives than conservatives."
"16197772","2018-03-29","...when the right of the people to keep and bear arms is, under any color or pretext whatsoever, prohibited, liberty, if not already annihilated, is on the brink of destruction. Blackstone's 1768 ""Commentaries on the Laws of England"""
"162262481","2018-03-29","He's a special kind of stupid. So blinded by his 15 minutes of fame that he can't see he's just a puppet for the liberal agenda.   Say no to"
"16359233","2018-03-29","One of many reasons I don't take a stance on"
"16546467","2018-03-29","Supporters vs Mockers of Parkland survivors pretty much sums up Good vs Evil for me. Sad."
"1674463267","2018-03-29","Our partners at  have compiled info on the $$$$$ behind  vs"
"1689580692","2018-03-29","Guns don't kill people, bullets do. I say we keep the guns but ban the bullets."
"17052001","2018-03-29","As the students of  take the world stage to demand stricter gun laws, many people in the Jackson metro area recall that 20 years ago, Rankin County had its own high-profile school shooting."
"179724333","2018-03-29","Unbelievable"
"180075652","2018-03-29","Jesus told his disciples ""whoever has no sword is to sell his cloak and buy one"" (Luke 22:36), ie: it is a greater shame to be unarmed than to be publicly naked! The right to bear arms is intrinsic to freedom of religion."
"18398582","2018-03-29","Advertisers pull ads from Fox's Ingraham after her jab at Parkland student -"
"19288813","2018-03-29","another  of . That and also allowing their kids to be slaughtered in order to help push the  ."
"19303052","2018-03-29","I love how a kid and his peers are now being demonized & scrutinized by conservative cunts like  (& other  idiots) purely for exercising their  rights on ! Keep it classy America."
"194379465","2018-03-29","I just missed the lead  sign. In NYC, learning to protest starts early. Women's Month protest, I think."
"20883103","2018-03-29","Since we are going to focus on facts let's educate you on the actual history of"
"21159425","2018-03-29","Hogg Hitler - The New American NAZI Movement Real agenda of  not so much . Can we get a  push going on? To keep 2nd Amendment,is to keep your freedoms. 3/29/18"
"213863991","2018-03-29","So far, the best set of arguments that I have yet encountered regarding the INeffectiveness of strict  as proposed by the liberal media. That being said, this..."
"214042242","2018-03-29","_SeanLawrence_   Your gun does not make you safer  You are far more likely to die from your own gun, or someone u know shoot. thems/or someone else with it (accid. or otherwise) than to ever have to defend yourself against criminal/intruder."
"217702746","2018-03-29","David Hogg and the Cuban wannabe Emma Gonzalez will end up in a van down by the river.. Laura Ingraham was just looking out for the kids future."
"2180528886","2018-03-29","I love watching your shows. What I don't like is  whose show you sponsor mocking  a brave survivor and someone who is working to make the US a safer place for all of us."
"21835071","2018-03-29","Oh you poor liberal: You think I'm angry with Hogg for wanting meaningful ? No. You don't stop rape by demanding all men amputate their penises, that's not how it works."
"219011389","2018-03-29","Why isn't the American public going crazy and continuing protests over cigarets?! Don't they know that shit kills more people in America than guns?"
"2207867665","2018-03-29","The leftists at Merriam-Webster just changed the meaning of the word assault rifle to help push the gun-control agenda."
"2207952878","2018-03-29","Emotional  is just smoke and mirrors"
"221969524","2018-03-29","My favorite page in this week's .   "", ""My favorite page in this week's .   "")"
"22850816","2018-03-29","I remember when TV hosts had positions of earned privilege to illuminate issues, then there's compassion-lite  who used her pulpit to   a  advocating ."
"22893122","2018-03-29","The  was written to protect the people from its government. The  has semi-automatic weapons. So we get them too. That's how it works Chelsea."
"2296426136","2018-03-29","New from : Do states with stricter gun control laws have fewer gun deaths? No. Do they have fewer homicides and suicides? Definitely, no."
"23153001","2018-03-29",".    i have purposed that in order that this  panel ACTUALLY accomplish something, that  people be barred from using their org talking points, just as  members be barred from their orgs talking pts"
"2323111957","2018-03-29","MEMO to:  Subj:  If CONSERVATIVES had done what  (a teenager being royally used by  Advocates & his Ex  Dad) is doing to an ""Opinion""  Show like  you would've suspended HOGG in a heartbeat."
"2335542810","2018-03-29","The media continues to talk about  And . I GUESS THIS ISN'T NEWS!!!!  Week After China Vows &;Bloody Battle,&; Massive Fleet Appears in South China Sea"
"2429511498","2018-03-29","I know next to nothing about guns and I don't give a shit. I don't need to read some wall of words delineating the differences between different types of guns. What I know is that any weapon that can kill a bunch of people in seconds should be illegal."
"248817681","2018-03-29","We don't have a good enough system to deal with the human element."" Creepiest goddamn statement re  I've seen in a while. The human element. How to deal with it. Which, of course, means allowing the severely mentally ill to easily get guns still."
"2500587222","2018-03-29","Refused To debate W/Pro gun 'Survivor'  ..It Doesn't fit The  Narrative That Other Don't Agree With Their Attempted  Agenda (Democrats Have Always Used Their  to Make It Look Like They Are The Majority)"
"259356333","2018-03-29","You obviously missed the now deleted tweet from David Hogg sister. David and his sister created nazi-like arm bands to promote their  Ironically."
"2614221536","2018-03-29","So to sum it up: nothing we can do to prevent gun violence in schools except allow Jesus to take the wheel    Rep. Rouzer says school shootings would happen even with ban on guns"
"269441846","2018-03-29","Hmmm.  Is that fear I smell? And from fear mongers too... hmm. Delightful."
"2733825747","2018-03-29","David, as a single mom that suffers from sevwral forms of mental illness, i fully support you on this. I do like guns and shooting ranges but that is as far as i chose to go with guns. Not for fear of hurting others though but my own self"
"27380088","2018-03-29","No one wants to take citizens guns, stop with that talk. It is the law abiding citizen who carries that may save our life one day. Everyone in their right minds have to understand an 18 yr old has no business with an assault rifle period."
"2747426997","2018-03-29","Wait? Do you mean criminal still do bad things even if you take guns away from good people?"
"2780550287","2018-03-29","What happened: unprecedented volume of  rhetoric after  caused spike in  membership and donations. What  advocates see:  profiting off of dead kids and \""fear mongering\"" (simply highlighting what the anti gun crowd is in fact doing)"", "" advocate who should take his own advice. The meaning of \""AR\"" in  does not stand for \""assault rifle.\"" It's not even debatable. It does and always has stood for ArmaLite Rifle.  stupidity at it's finest""
)"
"27943005","2018-03-29","What he said. Now about that ...."
"280215147","2018-03-29","4 those not on FB, here's the profile frame I made for  Use, share"
"2871062145","2018-03-29","Why David Hogg is the MOST DANGEROUS person in America."
"2883653149","2018-03-29","Actually,  are expelling 60 US spies from St Petersburg listening post, not diplomats or consulate..."
"2888339344","2018-03-29","A VOICE OF REASON - Gov. Bevin Responds to Alleged Hypocrisy"
"292493063","2018-03-29"," Actually no  also \""worked\"" for Mao, Stalin, Pol Pot, and a host of other leaders who disarmed and slaughtered over 100 million of their own citizens Gun control enables  see the details in this chart from  for the Preservation of  Ownership "", ""The    who massacred the  crowd made a dry run on  during the time period I was there on . And while the folks in  were sitting ducks, only fools go to  without lawfully carrying a firearm. ""
)"
"29292353","2018-03-29","Follow  for updates on UNC rally for   "", ""NC state senator  on  \""there are steps we can take, like universal background checks and extreme risk protective orders, that are long overdue\"" I'm proud I voted for Senator Jackson! On this +many issues he's very thoughtful.  "")"
"30313304","2018-03-29","First it was  now it's . Hit these people in their pocket books, because a loss of  is the only thing they'll understand."
"3048203801","2018-03-29","He was against assault weapons EXACTLY like the students you mock and bully."
"30555601","2018-03-29","Don't be a dope."
"30914171","2018-03-29","Very respectable thing  has done. For a 60 year old woman like  to go after a child is pure gross. He survived  and is out here marching for  so kids can stop getting gun down in schools. And she feels the need to insult"
"314243234","2018-03-29","If you don't think talks of  are about complete control, think again"
"31464977","2018-03-29","Yesterday, we shared our views on   and the . Today, we will bring you our thoughts on  inspired by  recent  video on where her tax money goes."
"3178659330","2018-03-29","FOR THE LOVE OF GOD..... TRUMP WANTS TO TAKE YOUR GUNS HE SAID IT OBAMA DIDNT! YOU PEOPLE ARE IDIOTS!!"
"3200005127","2018-03-29","Missouri! Support this man! Defend your  from the   crowd!"
"322609246","2018-03-29","             "", ""             "")"
"3226222869","2018-03-29","was full of energy and inspiration. We were so incredibly moved to see our posters in the hands of students pushing for gun reform, walking out of schools and marching for their lives."
"32329848","2018-03-29","I am a Democrat. I support the  and I also support common sense  with strengthened background checks and"
"3246677469","2018-03-29","Gun Supporter- We want armed guards in every school! Also Gun Supporter - Fuck the police state Doesn't having armed guards in schools desensitize children to the idea of Marshall Law?"
"3272253734","2018-03-29","Haha  someone was mean to him and he can't handle it like an adult. If you put yourself in front of every camera you can find, expect to get criticism and be slammed in more ways than one.     "", ""    "")"
"32783075","2018-03-29","lmao so she's telling us her guards are using either bolt-action rifles or literal muskets. sounds legit"
"3284538342","2018-03-29","You guys are letting one bullying claim get in the way of the  matter at hand"
"3308215104","2018-03-29","I don't want my generation to be known as the mass shooting' generation.      "", ""To all the kids speaking up about gun control, I say keep fighting the good fight. Fight for your future because these old white men won't. Make them understand, this shouldn't be NORMAL.      "")"
"3332796557","2018-03-29","Among the hundreds of solutions to the school shooting problem in America, I have one that will actually work: everyone needs to stop having children. Can't shoot kids if they don't exist."
"3369915309","2018-03-29","  It's not about  It's about  sinister & pervert strategy to win  They're using victim's families pain as motivation to movilizing people against  &  a secondary goal. But main goal is to keeping people movilized until Election day"", "" It's not about  It's about  sinister & pervert strategy to win  They're using victim's families pain as motivation to movilizing people against  &  a secondary goal. But main goal is to keeping people movilized until Election day"", 
"" It's not about  It's about  sinister & pervert strategy to win  They're using victim's families pain as motivation to movilizing people against  &  a secondary goal. But main goal is to keeping people movilized until Election day"")"
"34013455","2018-03-29","ask yourself who will benefit from the civil war they are trying to start."
"3459399741","2018-03-29","My thoughts when i hear people say its not guns its the people or gun control is about banning all guns  ...YOURE ALL BRAIN WASHED  "", 
""Gun control is actually people control..wake up people!  was written when they had muskets (wayyy back then) we all already know that its not the guns its the people..thats why people support gun control (NOT BAN) "")"
"35195419","2018-03-29","These kids want to remove guns...let's Remove them from their video games, TV & Movies Ha the meltdown"
"3654272119","2018-03-29","The constitution is symbolic of American values. Now people wanna omit amendments and tailor the U.S. to fit their personal belief system? FUCK THAT.        trump"
"37019769","2018-03-29","Marching for the Democrats: Another Farce on Washington"
"37604996","2018-03-29","Why stop at introducing more guns into the public arena? We should introduce gun DNA with our own so that we are not just good guys with guns, But good guy guns ourselves. Someone get Wayne Lapierre and Monsanto on the line. Checkmate,"
"378196015","2018-03-29","A student-led rally supporting  legislation was held in  Saturday as millions rallied throughout the country with a goal of limiting gun access and certain weapons that have been used in recent killings at schools and public places."
"3815220455","2018-03-29","If a shooter were to threaten ohio schools, what could educators do?"
"381883950","2018-03-29","Republicans need a rallying cry for the mid-terms.  is the perfect one. If you're ready to give up your arms to the gov, stay home in November. If you cherish your liberties & Constitutional rights, you may want to get off ur ass! LA Residents"
"385791805","2018-03-29","_  Stupidest tweet of the day contender. Look at a map. Weak IN & WI gun laws provide a pipeline to Chicago."
"3957234993","2018-03-29","did you see these gun control stats in Chicago? Pretty impressive, huh?"
"4020357677","2018-03-29","I'm with you."
"417461864","2018-03-29","I have your back and please remember some of us old farts are on your side!"
"42410634","2018-03-29"," Alex Jones son challenged him to a  debate I think its fine idea"", "" ALEX JONES! REX JONES! DAVID HOGG DEBATE! Political Cartoon   I drew a             "")"
"440513123","2018-03-29","Read 's and my analysis on the regulatory process & why it will take time before there is a rule banning bump stocks:"
"442296361","2018-03-29",". Rep Hudson repealed mental health checks & is fighting 4 concealed carry in EVERY state. No mention of ! Time to say  VOTE, VOLUNTEER, DONATE"
"447957260","2018-03-29","Don't you know that you obviously don't count bc you are a conservative and don't agree w"
"4491531140","2018-03-29","Thoughts and prayers for the GOP members of Congress who will lose their seats this November for supporting guns over lives       "", ""Try to get a Republican to answer this question       "")"
"4542523590","2018-03-29","But, no. It's *got* to those inanimate objects called ""guns"" that are the problem? VIDEO:"
"4768875064","2018-03-29","   LMAO! The only ones you are going to take down is the Democrat party come November. They suddenly realized  Repeal is not a winning issue."", "" Democrats are beginning to figure it out they made a mistake pushing for . See ,whenever a liberal talks gun control they really mean gun confiscation and it is not a winning issue at the ballot box. They are going to need you kiddies to shut up."")"
"47849447","2018-03-29","Rex Jones To David Hogg: Name The Time And Place, Let's Debate"
"49097116","2018-03-29","Turning schools into fortresses where students are always under suspicion isn't anti-NRA. It's exactly what the NRA is advocating. FL is 45th in per pupil spending for public ed, but all of a sudden there's $400mill to turn our schools into fortresses all to avoid ."
"508401116","2018-03-29","I'd be fine with the second amendment if we could go back to muskets"
"508951953","2018-03-29","_REPORT That's not the case at all. He and many others are calling for  which the NRA has Long opposed. Keep the 2A, keep ur NRA membership. Don't care, as long as we enact gun reform for the safety of the people."
"51996514","2018-03-29","I'm DYING"
"53569575","2018-03-29","I got back on Twitter so I can retweet  and Parkland activists clapbacks"
"540745898","2018-03-29","I'm done talking about David  his sister, & ""Cuban Revolutionary"" Che Gonzalez. They don't care about . They're hired mercenaries 4  advocates like Michael Bloomberg/George Soros. Enough.   (Laura Ingraham)"
"55059357","2018-03-29","Robert Schentrup, the brother of one of the  victims, was among the speakers at the  at the University of North Carolina Chapel Hill on March 29, calling for . -"
"562437801","2018-03-29","should listen to the  Pretty sure they did . . .  makes sense & will"
"562938526","2018-03-29","Ask these guys about"
"562942741","2018-03-29","keep it up David . There are millions of us who will go nowhere. We stand united for"
"58197316","2018-03-29","Now this is a young man who shows the world that u don't need to hate on others 2 get your point across. U can defend ur rights without being a dick, Mr Hogg. Please  take a lesson from this young man , grieve... then grow up! We all had 2 at some point! "", "" Some real hateful people on here mike! Whether u agree with gun control or not I don't think there is any need 4 such negativity! It's a shame some can't just have a healthy debate. It's those people spewing hate which has turned Twitter in2 a bullying mine field! ""
)"
"583324789","2018-03-29",". STEP UP TO THE PLATE HULU.     Stand behind      needs to drop advertising on hate- and lie-spewing  blockheads."
"58734393","2018-03-29","Shouldn't Discuss  Issues, Right? Not So Fast, Experts Say."
"590378522","2018-03-29",": ""If I couldn't have gotten 51 votes in the Senate of the United States for an outright ban picking up every one of them, Mr. and Mrs. America, turn them all in, I would have done it"" Diane Feinstein."
"595085706","2018-03-29","A pleasure to hear from former  _murthy & renowned surgeon/writer _Gawande at . Both inspire my advocacy on critical  &  issues"
"602834178","2018-03-29","didnt matter until it came to suburbia. My issues with  and a call for  up at my  have a read"
"60565560","2018-03-29","So there's no way to make things safer in regards to  yet somehow we figured out seatbelts and helmets?"
"608485801","2018-03-29","I agree. Empty apologies are like ""thoughts and prayers"". Enough is enough."
"635195109","2018-03-29","DISTRACTION - Useful Idiot     BS!"
"66371700","2018-03-29","'s do NOTHING to help with  or  after they exit the womb. Then they hurl insults at child survivors of . Yeah, great party and very fitting for  like  and the rest of the  ."
"67254176","2018-03-29","""Including black students in the gun violence conversation means broadening the topic from mass shootings to police-involved shootings"" | Black Marjory Stoneman Douglas students want the movement to include their voices too"
"69719340","2018-03-29","On behalf of  I would like to invite  to a  on April 7. We want to ask you about your view on"
"701962773580808192","2018-03-29","This is a video that NEEDS to be given attention"
"705617839760273408","2018-03-29","That's the way to go in . And there's no need to repeal the ."
"729063464795312129","2018-03-29","Once again, it's not all about the ""guns""...it's really ""hearts and minds"" of individuals and their upbringing, which is something people refuse to address."
"72953001","2018-03-29","These attacks seem so focused and planned. Who is responsible for the talking points?"
"737838961616289792","2018-03-29","Yesterday, we shared our views on   and the . Today, we will bring you our thoughts on  inspired by iamcardib recent instagram video on where her tax money goes."
"743958793290190848","2018-03-29","is about protecting the Kids right? Protect them from their worst enemies then : The . And protect the world from the  disarm them both!"
"749044218899771393","2018-03-29","I'm all for listening to recommendations on  but I am not going to sit here and listen to you spit off the exact same ideas that are losing us the war on drugs. Bans do nothing but create more problems. Dot believe me? Look at the Heroin problem..."
"752011229158182912","2018-03-29","This was made to honor all victims of mass shootings."
"765553881380163584","2018-03-29","How are  and  activism connected? Learn more and  by contacting your rep about  at ."
"767549302596141060","2018-03-29","YOU HAVE TO BE FUKIN KIDDING. LADIES AND GENTLEMEN, INTRODUCING THE YOUTH OF TODAY - Only cops should have guns! But we are afraid of the police!"
"768443461","2018-03-29","Just called  and  to support actual funding and specific measures that enable  research    Spending Bill Lets CDC Study Gun Violence; But Researchers Are Skeptical It Will Help"
"776892454356262912","2018-03-29","This is crazy"
"78663449","2018-03-29","U rly think the entire civilized world's run by fascists & all the people r enslaved bc they hav ? Weirdo"
"787736606195277824","2018-03-29","About stumping the bearded one..."
"796455826982584320","2018-03-29","Great - but when will the  address this  disaster?:"
"797521183801561088","2018-03-29","Democrats are scared to death of this man because he's smart & real & not on their plantation.."
"806498227654639616","2018-03-29","will real Americans listen to kids who eat  talk about  Stay in school kiddos you still have a lot to learn especially you  since you can't get into college and that Communist bald boy  who admitted to being a bully."
"813704563","2018-03-29","The  killer is getting fan mail... love letters from girls across the country... and some people think  is the solution to preventing such horrible crimes? PEOPLE ARE FUCKING CRAZY. We need"
"820305647824732160","2018-03-29","Read much of the classification of weapons. This bill is horrendous!!"
"820347359410298880","2018-03-29","Socialist/Communist Hoggwash Movement disguised as  continues their  narrative..."
"821157103117144065","2018-03-29","1) it would cost you money 2) it would cost you money 3) it would cost you money"
"82165424","2018-03-29","How the fuck can an 18 yr old Taiwanese EXCHANGE STUDENT obtain 9mm ammunition!? This is why we need gun control America"
"822855989624000517","2018-03-29","Someone please define assault weapon!!! Until we can agree on that definition we can't have a dialogue on gun control. I've used these  just to get the widest distribution. Please someone."
"826480810484183040","2018-03-29","received YUGE amounts of  to ensure that he doesn't enact responsible  legislation. Bought in this way by the  he can never adequately protect our children."
"828423452709240834","2018-03-29","To the  I would like to ask what you plan on doing to help curb gun violence in schools and on the streets? And please, don't tell me buy more guns. Or arm teachers. I want real solutions."
"829804083296948226","2018-03-29","_riley Controlling lead ammunition can save millions of Americans from risk of accidental lead poisoning. Billions of rounds of leaded ammo is sold per year in the US, and this lead ultimately can leach into Americans' bodies."
"830652156164317185","2018-03-29","Good people w/guns stop crime & save innocent lives. ---&gt;                "", ""Good people w/guns stop crime & save innocent lives. ---&gt;                ""
)"
"831279476474515456","2018-03-29","Watch out folks! They'll be coming for your cutlery! Did anyone see this on the news today? I bet you didn't. Why? It doesn't fit the anti-firearm narrative! This incident proves that guns are NOT the problem."
"837067681329197056","2018-03-29","8:30 am they might work gun bills. They also might not. We will find out then and let you know"
"845738432","2018-03-29","Of course. These  Nazis want to completely unarm law abiding citizens."
"852995371122995200","2018-03-29","For 8 yrs the Dems headed by Obama told us that police were corrupt and hunting down innocent black people but now the Dems want us to give up our guns and depend on the police to protect us. Color me confused"
"862838328252547072","2018-03-29","Proper  is hitting your target with only one round."
"865232364","2018-03-29","The death of  at the hands of police shows the need for   advocates and the  movement to include police and criminal justice reform in their platforms. You cant have true justice and safety from guns if police have them."
"865808824539676672","2018-03-29","Hogg represents everything wrong with current political environment. Spreads venom with bumper sticker knowledge and morally condemns anyone who doesn't agree with him. Put the away the dagger and read a book."
"867892952328097792","2018-03-29","Do you know what the  actually means?"
"868974027758596096","2018-03-29","I left informative comment on 17yr old cousins FB when he shared meme incorrectly implying dems want take All The Guns. Somehow Dad found that comment & is trying to get me think about how this is just first step in bigger plan to take all the guns."
"871590756754096128","2018-03-29","BREAKING NEWS:  is starting a new band: ""Soy Boys"". Their first single  will be premiered via"
"875017115979403264","2018-03-29","1)You have two teenagers who both survived . Yet One has been propped up by the  Backed by Liberal Oganizations, & portrayed as the new Face of the  movement. The Liberals who made him famous are Using him to accomplish their real agenda. End 2A."
"875470928","2018-03-29","What happens when people no longer have guns? Ask the victims of Hitler, Pol Pot & Castro."
"890706962362634240","2018-03-29","Thank you, Craig!! Nice try dims... the rest of America aren't giving up our guns"
"899665179465613315","2018-03-29","It would be horrible if this was the Tweet heard round the world! No one else's guards/guns are killing children. And your guards certainly have semi auto weapons."
"901450999117860864","2018-03-29","      "", ""      He needs to learn facts, not conspiracies. We should all stand up to these poor unfactual  arguments by individuals like Hogg."", ""    He needs to learn the facts first before arguing bc  will not significantly change the outcomes on homicide by legal guns.""
)"
"901962877145419776","2018-03-29","What the hell's the matter you libtards. You equate a stupid kid, who was plunged into the spotlight under a circumstance that he WASN'T EVEN THERE, AND CRIES FOR  TO  (no wonder your numbers SUCK)"
"907239492045627392","2018-03-29","No Play In This Ride by Black Out on Apple Podcasts"
"911998397615403010","2018-03-29","A dive into my own thoughts on  and why it is ludicrous. A thread:"
"914971521185140737","2018-03-29","Shut the fuck up, you have no idea what your talking about. This is your new  for  . you said the very same thing with a real   , HES GOING TO TAKE ALLLLL OF OUR  LMFAO. ALL we want is comon sense  why is that hard 4you"
"918227914763759616","2018-03-29","Just booked a trip, but not with  because they advertise with bullies.  "", ""Action alert. Drop your sponsorship or I'll drop you.   "")"
"924059862417444864","2018-03-29","  If  is confident about his views then he should  on  . And if 18 and 19 yr olds cant own a gun, they shouldnt vote either..BOTH ARE Dangerous. BTW if 18 & 19 yr olds are \""children\"" then they are extremely DISRESPECTFUL to ADULTS"", ""_Cat  If  is confident about his views then he should  on  . And if 18 and 19 yr olds cant own a gun, they shouldnt vote either..BOTH ARE Dangerous. BTW if 18 & 19 yr olds are \""children\"" then you are extremely DISRESPECTFUL to ADULTS"", 
"" If  is confident about his views then he should  on  . And if 18 and 19 yr olds cant own a gun, they shouldnt vote either..BOTH ARE Dangerous. BTW if 18 & 19 yr olds are \""children\"" then you are extremely DISRESPECTFUL to ADULTS"")"
"927686382960742403","2018-03-29","Why don't all of you hold your kids accountable for being bullies. Maybe shootings wouldn't happen. It's not  it's"
"929881316958588929","2018-03-29","I'm so fucking sick of people attacking school shooting survivors by claiming if they weren't bullies to the murderer, they wouldn't have been shot at. Fuck you. You're a piece of shit who lacks basic morals and intelligence."
"936322941809074176","2018-03-29","This is so applicable to the  issue.  for"
"937410722224422912","2018-03-29"," This is now more about David Hogg and his weird ego than it is about gun control.   "", ""\""We must listen to the CHILDREN!\""     Laura Ingraham Hogg  "")"
"939424095170678785","2018-03-29","God forbid something happen to these women preaching gun control. But think if someone breaks in your house n gonna kill your kids in front of you then rape you for days. Would you A. Wanna wait a few hours for police, B. Pull a 45 outta ur purse and end it? THINK."
"950105461189001216","2018-03-29","from the  Thomas Jefferson How is modern  different from Jefferson's? What 18th century ideas deserve to be revisited?"
"952298811015290880","2018-03-29","Americans, I'm watching the  protests from Italy, tweeted a user by the name of Redeemed Goddaughter. Take a European's advice: Last century our governments disarmed us. Now, in Germany & the UK they arrest you for Twitter & FB posts. Lesson?"
"953085222","2018-03-29","If it's not concise, that allows for two scenarios: either the law is compromised by loopholes, or it's implementation is too wide--leading to a total ban, i.e. the thing that  advocates say won't happen."
"955493473859272705","2018-03-29"," is NOT interested in   =  deception"", ""_chart_life  &lt;-- Why is this such a difficult concept for people to grasp?  is a  issue."")"
"957981800957136897","2018-03-29","Any Questions? Look at who  is in bed with..."
"965365546404450305","2018-03-29","March For Our Lives / Manhattan / Sony A7 RII / Jupiter 3+ +"
"967612403583139840","2018-03-29","_UnSilent_ Fucking idiots just have to keep perpetuating this lie! No the movement is ONLY saying we need to ban semi-automatic Weapons made for KILLING PEOPLE!"
"96885218","2018-03-29","invalidates your point & makes light of those who have actually lost loved ones. The % of these weapons used to gun down children and innocents is less than .002%. Better to argue w/facts &  - more progress will be made."
"969402825787686912","2018-03-29","Does this moronic simpleton of a police chief really think that a teacher with a handgun is going to stop a psychopath with an AR-15? Gimme a break."
"969688546373193729","2018-03-29","How can you? Change starts with us! -           weneedchange"
"971493273343848448","2018-03-29","Why aren't  behind being armed in the classroom?My bet is they ALL would get much GREATER RESPECT and a lot LESS BEHAVIOUR issues if the TEACHERS are PACKING HEAT!"
"972571611638398977","2018-03-29","Anytime someone tries to convince you it's okay to give up your guns show them this. If they have anything to say beyond that walk alway. They want to go down with the titanic. It's a lost cause"
"974096120883236864","2018-03-29","Hey  you think liberals realize  is actually super racist. Like abortion level racist? The first bill passed because white law makers were afraid of black dudes peacefully protesting with guns."", ""Its amazing to know this history of  and realize it started in a pretty racist way.... Also Anti free speech, by conservatives. Good job leftists.  Stop being Racist."")"
"977335833320620032","2018-03-29","Hey dick head if you didn't have a nut for a brain you would realize that Democrats don't want to ""ban guns"" all they want to do rn is raise the age of buying a gun to 21(same age to drink alcohol) that's actually reasonable but you don't want to admit it."
"978314026424963073","2018-03-29","This one is for you,  .                "", ""Listen to the man. You don't know SHIT!!   Go study the !            "", 
"" Try asking your parents & grandparents about why they left Cuba. Probably bcs THEY have . After gun control was established, Cuba became HELL for the people. The government KILLED a lot of innocent people. Do you care? Of course not. You know shit. "")"
"979090766403284992","2018-03-29","As horrific as it was...these kids are letting this attention go to there head. We're losing site on the issue at hand."
"1000140805","2018-03-30","If the aftermath of the  has revealed anything, it's this: If you control the education system, you control the country. The public school is raising up a generation of fascists in favor of authoritarian government."
"100701580","2018-03-30","The wave of youth washing out the Republicans who can't see the what is happening with  and efforts to protect our young people from carnage will continue for a long time.  will the  be interpreted so irrationally."
"100832012","2018-03-30","L"")"
